sold by,publisher.type,genre,avg.review,daily.sales,total.reviews,sale.price
HarperCollins Publishers,big five,non_fiction,3.96,57.82,88,15.21
Random House LLC,big five,adult_fiction,4.13,81.7,112,7.96
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.84,92.56,155,8.54
Penguin Group (USA) LLC,big five,adult_fiction,4.87,81.92,117,9.88
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.08,125.18,189,6.34
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.45,81.62,110,7.35
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.33,72.95,62,12.98
"Amazon Digital Services,  Inc.",small/medium,non_fiction,1.66,76.47,110,15.57
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.3,94.94,158,5.63
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.68,85.92,159,7.26
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.44,81.52,142,6.6
Macmillan,big five,adult_fiction,4.37,84.07,118,10.27
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.41,189.72,198,2.8
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.81,147.29,192,8.78
Random House LLC,big five,adult_fiction,4.44,58.07,120,6.78
"Amazon Digital Services,  Inc.",indie,adult_fiction,3.91,86.52,113,10.89
"Amazon Digital Services,  Inc.",indie,non_fiction,4.6,60.14,75,15.83
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.57,67.38,104,15.85
"Amazon Digital Services,  Inc.",single author,non_fiction,4.12,72.42,125,17.21
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.4,65.21,199,13.11
HarperCollins Publishers,big five,adult_fiction,4.5,77.37,132,8.48
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.76,115.28,173,8.87
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.66,37.91,93,12.32
Random House LLC,big five,non_fiction,4.61,45.97,69,12.48
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.75,99.33,100,7.25
Idea & Design Works,small/medium,non_fiction,4.17,63.25,86,14.38
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.55,117.47,181,6.04
Random House LLC,big five,adult_fiction,4.5,51.37,120,6.94
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.59,63.47,107,8.81
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.53,68.37,122,16.14
Macmillan,big five,non_fiction,4.98,53.34,103,14.78
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.28,49.23,91,13.37
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.36,88.69,150,9.55
Random House LLC,big five,YA_fiction,4.62,85.5,181,9.84
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.47,91.13,126,6.7
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.71,67.03,112,4.35
"Amazon Digital Services,  Inc.",indie,non_fiction,4.58,60.15,72,17.53
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.23,53.16,94,14.53
Random House LLC,big five,non_fiction,3.75,70.14,109,13.26
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.98,65.85,127,7.2
"Amazon Digital Services,  Inc.",single author,non_fiction,3.21,93.82,114,16.09
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.6,92.52,113,9.13
"Amazon Digital Services,  Inc.",indie,non_fiction,4.65,69.22,111,11.94
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.72,72.18,102,11.06
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.2,75.69,95,9.54
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.3,26.05,70,16.02
Random House LLC,big five,YA_fiction,4.66,41.15,145,11.29
HarperCollins Publishers,big five,YA_fiction,4.12,135.79,159,5.65
Random House LLC,big five,non_fiction,4.17,71.36,104,17.55
"Amazon Digital Services,  Inc.",indie,non_fiction,4.17,55.98,98,18.18
Random House LLC,big five,non_fiction,4.69,86.45,113,14.01
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.11,113.2,159,7.11
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.66,48.06,112,4.39
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.63,72.56,121,6.3
"Amazon Digital Services,  Inc.",amazon,YA_fiction,4.66,144.77,204,6.6
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.27,156.09,163,5.97
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.94,134.03,180,6.4
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.19,144.66,182,9.28
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.66,91.08,136,6.78
Penguin Group (USA) LLC,big five,YA_fiction,4.59,51.38,179,11.79
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.53,82.75,170,10.52
"Amazon Digital Services,  Inc.",indie,non_fiction,4.36,67.89,94,13.26
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.58,51.29,98,14.65
HarperCollins Publishers,big five,adult_fiction,4.37,101.39,139,8.86
Hachette Book Group,big five,adult_fiction,4.21,53.41,107,8.16
Simon and Schuster Digital Sales Inc,big five,adult_fiction,4.42,73.4,124,8.84
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.34,90.28,153,8.39
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.04,139.52,144,8.79
"Amazon Digital Services,  Inc.",indie,non_fiction,1.18,72.95,109,19.44
Penguin Group (USA) LLC,big five,YA_fiction,3.85,73.2,157,12.56
DC Comics,small/medium,YA_fiction,4.51,139.03,147,8.61
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.72,99.84,182,9.86
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.83,69.7,92,12.84
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.63,58.38,97,14.64
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.25,72.89,123,3.77
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.8,70.23,150,7.62
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.35,87.99,107,4.14
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.5,74.29,144,5.38
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.5,111.23,169,8.99
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.73,89.74,126,5.93
Macmillan,big five,YA_fiction,4.17,106.95,166,9.55
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.41,113.06,208,7.49
Penguin Group (USA) LLC,big five,YA_fiction,4.65,117.36,167,9.36
HarperCollins Christian Publishing,big five,YA_fiction,4.59,95.13,149,9.86
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.8,109.41,194,6.57
HarperCollins Publishing,big five,adult_fiction,4.02,79.27,108,6.19
Random House LLC,big five,non_fiction,2.5,71.42,116,13.37
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.42,70.32,174,5.67
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.96,41.97,90,14.94
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.93,42.19,132,8.41
Simon and Schuster Digital Sales Inc,big five,adult_fiction,3.65,60.26,137,11.14
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.81,132.02,182,8.33
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.5,124.16,164,6.67
HarperCollins Publishers,big five,non_fiction,4.85,83.21,110,14.24
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.5,55,91,7.72
Random House LLC,big five,YA_fiction,4.71,167.74,195,4.78
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.83,109.26,126,7.12
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.56,178.38,184,4.59
"Amazon Digital Services,  Inc.",single author,non_fiction,4.55,76.98,105,17.1
HarperCollins Christian Publishing,big five,YA_fiction,4.44,137.5,209,6.47
"Amazon Digital Services,  Inc.",indie,adult_fiction,3.68,69.93,121,8.4
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.73,44.22,79,8.22
Penguin Group (USA) LLC,big five,non_fiction,4.4,46.22,86,12.13
Macmillan,big five,non_fiction,4.01,61.17,77,16.88
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.53,46.84,80,15
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.42,126.88,155,5.99
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.52,145.79,183,5.11
Random House LLC,big five,adult_fiction,4.13,72,121,7.7
Random House LLC,big five,adult_fiction,4.78,90.44,106,6.98
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.05,103.25,146,10.08
Penguin Group (USA) LLC,big five,non_fiction,4.77,71.32,85,15.46
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.98,79.73,127,9.93
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.8,84.24,111,9.64
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.43,56.43,76,11.7
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.66,112.64,164,7.97
"Amazon Digital Services,  Inc.",indie,adult_fiction,3.85,121.93,161,4.02
Macmillan,big five,non_fiction,4.42,53.71,114,16.82
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.55,100.3,199,10.09
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.71,101.64,161,4.38
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.51,74.37,133,8.58
Random House LLC,big five,non_fiction,3.48,44.39,111,16.72
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.71,70.36,126,7.28
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.93,146.25,175,5.7
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.72,84.89,128,8.12
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.76,72.83,85,14.06
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.5,87.08,129,9.98
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.36,150.97,180,8.34
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.11,128.1,175,5.67
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.7,94.6,130,14.63
"Amazon Digital Services,  Inc.",indie,non_fiction,4.5,73.34,115,12.56
"Amazon Digital Services,  Inc.",single author,non_fiction,4.58,90.43,129,15.6
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,2.9,152.53,168,6.12
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.81,69.99,124,7.49
Random House LLC,big five,YA_fiction,4.48,123.9,187,8.31
"Amazon Digital Services,  Inc.",single author,adult_fiction,3.73,109.11,135,7.07
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.96,114.85,159,10.11
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.38,144.54,193,12.21
Simon and Schuster Digital Sales Inc,big five,adult_fiction,4.53,56.22,110,6.65
"Amazon Digital Services,  Inc.",single author,adult_fiction,3.5,112.81,121,5.38
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.44,55.41,107,16.71
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.33,78.84,109,9.04
"Amazon Digital Services,  Inc.",single author,non_fiction,4.19,70.61,102,13.09
"Amazon Digital Services,  Inc.",amazon,YA_fiction,4.45,157.51,185,10.74
"Amazon Digital Services,  Inc.",single author,YA_fiction,2.5,101.78,165,7.95
"Amazon Digital Services,  Inc.",indie,YA_fiction,2.48,117.33,194,8.46
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.32,105.89,198,7.73
DC Comics,small/medium,adult_fiction,4.7,24.6,131,11.32
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.42,79.38,124,12.14
"Amazon Digital Services,  Inc.",indie,non_fiction,4.63,52.15,117,13.78
Random House LLC,big five,adult_fiction,4.54,116.69,142,8.48
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.5,86.14,178,10.07
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.66,101.22,121,7.13
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.51,78.56,58,16.52
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.21,104.64,140,7.68
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.63,75.81,92,15.59
"Amazon Digital Services,  Inc.",single author,adult_fiction,3.98,101.3,128,6.12
"Amazon Digital Services,  Inc.",indie,non_fiction,4.23,51.68,61,13.93
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.42,73.26,162,5.78
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.77,112.61,151,7.56
Random House LLC,big five,adult_fiction,4.3,76.39,114,9.97
Penguin Group (USA) LLC,big five,adult_fiction,4.23,83.68,145,8.62
Macmillan,big five,adult_fiction,3.37,80.22,141,7.02
Macmillan,big five,non_fiction,4.5,79.74,117,16.65
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.19,73,119,7.59
"Amazon Digital Services,  Inc.",indie,non_fiction,3.5,56.34,107,16.45
"Amazon Digital Services,  Inc.",indie,non_fiction,4.77,71.09,131,15.43
"Amazon Digital Services,  Inc.",indie,adult_fiction,3.5,60.68,103,10.17
Random House LLC,big five,adult_fiction,4.6,43.26,120,7.95
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.19,67.38,143,12.75
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.11,106.61,142,7.31
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.86,84.98,127,11.38
"Amazon Digital Services,  Inc.",indie,non_fiction,4.54,43.61,74,16.64
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.09,70.48,118,6.06
"Amazon Digital Services,  Inc.",indie,non_fiction,4.98,46.9,104,15.82
HarperCollins Publishers,big five,YA_fiction,4.09,114.78,155,8.2
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.45,97.42,128,8.37
Hachette Book Group,big five,YA_fiction,3.33,104.7,207,6.88
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.09,95.05,167,10.22
Random House LLC,big five,non_fiction,2.91,49.66,119,17.48
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.05,96.06,158,10.45
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.31,68.78,102,13.98
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.5,100.96,152,6.77
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.75,39.48,107,10.03
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.21,116.05,135,4.46
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.31,113.9,137,6.58
Simon and Schuster Digital Sales Inc,big five,YA_fiction,0,103.13,0,8.82
Random House LLC,big five,adult_fiction,3.55,95.9,145,6.78
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.74,70.15,124,16.04
Random House LLC,big five,non_fiction,4.3,64.1,80,15.53
"Amazon Digital Services,  Inc.",indie,adult_fiction,3.67,86.79,123,10.97
"Amazon Digital Services,  Inc.",amazon,YA_fiction,4.7,155.37,153,7.79
Macmillan,big five,non_fiction,3.57,71.62,125,13.13
"Amazon Digital Services,  Inc.",indie,non_fiction,3.75,86.74,108,12.44
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.7,111.25,167,10.29
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.62,96.33,189,10.68
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.8,67.54,82,13.2
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.29,62.8,133,7.47
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.95,68.62,130,18.06
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.06,122.1,164,7.32
Penguin Group (USA) LLC,big five,non_fiction,4.09,59.89,81,11.68
Penguin Group (USA) LLC,big five,adult_fiction,4.62,81.54,149,7.29
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.75,53.03,93,18.29
HarperCollins Publishers,big five,non_fiction,4.58,64.05,95,15.36
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.5,166.65,184,6.73
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.5,37.6,101,15.21
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.51,126.19,196,8.57
Macmillan,big five,non_fiction,4.93,67.03,101,15.44
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.02,135.45,188,7.36
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.77,59.61,154,12.94
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.75,61.31,91,12.79
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.48,91.8,197,5.2
"Amazon Digital Services,  Inc.",indie,non_fiction,3.77,84.37,111,16.64
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.47,64.34,110,17.37
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.67,118.66,155,9.15
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.38,73.21,108,8.61
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.77,32.68,94,13.72
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.8,98.08,185,7.35
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.87,82.82,140,6.37
HarperCollins Publishers,big five,adult_fiction,3.72,93.33,102,7.17
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.34,125.34,166,7.63
Simon and Schuster Digital Sales Inc,big five,adult_fiction,4.22,81.53,145,8.25
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.5,70.88,156,6.54
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.42,92.32,135,8.54
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.59,48.84,157,6.83
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.38,85.48,138,8.27
HarperCollins Publishing,big five,adult_fiction,3.06,49.44,109,9.31
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.46,71.71,143,6.81
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.5,34.37,98,15.46
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.02,108.63,122,12.91
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.02,104.04,179,5.34
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.2,112.6,153,9.09
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.65,70.2,109,7.52
Hachette Book Group,big five,adult_fiction,3.81,77.23,137,9.89
"Amazon Digital Services,  Inc.",amazon,non_fiction,3.5,74.74,94,14.43
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.15,80.04,106,9.45
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.31,62.14,101,16.08
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.47,123.88,157,7.84
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.73,127.57999999999998,180,9.46
"Amazon Digital Services,  Inc.",indie,non_fiction,4.47,66.21,72,12.65
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.29,51.88,63,12.94
"Amazon Digital Services,  Inc.",indie,non_fiction,4.45,48.75,76,17.33
HarperCollins Publishers,big five,adult_fiction,4.83,76.31,104,8.27
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.58,121.24,168,10.18
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.05,137.24,178,11.09
Penguin Group (USA) LLC,big five,YA_fiction,4.16,109.08,188,9.89
"Amazon Digital Services,  Inc.",indie,non_fiction,4.75,87.65,89,16.09
"Amazon Digital Services,  Inc.",indie,non_fiction,4.02,72.85,76,16.28
Macmillan,big five,adult_fiction,3.89,70.64,132,3.93
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.55,50.16,77,15.8
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.73,94.57,101,9.02
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.7,78.28,89,14.34
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.92,64.03,97,10.89
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.77,74.19,140,8.88
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.29,76.23,127,8.82
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.12,49.94,123,11.39
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.07,105.31,173,8.05
Random House LLC,big five,adult_fiction,4.55,117.08,133,9.91
"Amazon Digital Services,  Inc.",indie,YA_fiction,2.78,130.85,198,9.54
"Amazon Digital Services,  Inc.",single author,non_fiction,4.53,57.55,127,14.01
"Amazon Digital Services,  Inc.",indie,non_fiction,4.98,69.99,124,11.6
Hachette Book Group,big five,non_fiction,4.26,57.72,104,15.3
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.8,132.61,158,7.54
"Amazon Digital Services,  Inc.",single author,non_fiction,4.62,72.18,118,11.64
Macmillan,big five,non_fiction,4.61,79.65,139,15.11
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.8,100.74,155,10.71
Random House LLC,big five,adult_fiction,4.68,84.62,140,8.85
HarperCollins Publishers,big five,adult_fiction,4.32,72.97,110,8.63
"Amazon Digital Services,  Inc.",indie,YA_fiction,3.87,102.6,183,6.06
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.51,52.41,72,15.02
HarperCollins Publishers,big five,adult_fiction,4.1,66.72,126,9.33
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.31,78.94,140,7.64
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.45,71.49,146,9.44
Hachette Book Group,big five,non_fiction,4.66,63.07,79,16.13
Random House LLC,big five,YA_fiction,4.66,117.71,170,7.88
Hachette Book Group,big five,non_fiction,4.08,54.24,81,14.86
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.66,163.81,165,7.11
Hachette Book Group,big five,adult_fiction,4.59,86.73,126,10.2
HarperCollins Publishers,big five,non_fiction,4.49,68.24,89,16.92
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.65,69.23,119,10.23
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.34,63.28,150,6.89
"Amazon Digital Services,  Inc.",indie,non_fiction,4.49,54.25,105,18.47
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.13,110.76,194,7.59
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.9,75.55,174,9.15
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.13,76.19,131,5.18
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.16,125.05,192,10.49
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.58,118.21,192,9.34
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.15,57.56,110,13.02
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.58,91.86,147,11.68
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.82,138.24,172,8.41
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.18,65.19,59,16.34
Random House Mondadori,big five,non_fiction,4.49,68.89,122,14.31
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.44,88.62,177,9.1
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.63,145.52,195,12.05
Simon and Schuster Digital Sales Inc,big five,YA_fiction,4.07,100.58,167,7.48
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.53,86.01,178,8.97
HarperCollins Publishers,big five,adult_fiction,4.79,90.24,133,7.93
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.11,38.65,88,6.07
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.56,115.09,195,8.85
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.48,131.99,166,7.28
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,3.5,88.97,171,5.94
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,1.33,89.22,148,6.49
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.7,98,163,9.83
HarperCollins Publishers,big five,non_fiction,3.98,36.45,118,13.24
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.86,80.17,128,6.27
Penguin Group (USA) LLC,big five,non_fiction,4.34,67.59,110,18.35
Random House LLC,big five,adult_fiction,3.48,71.23,108,5.33
Random House LLC,big five,adult_fiction,3.5,115.61,145,8.04
"Amazon Digital Services,  Inc.",indie,non_fiction,4.55,57.68,80,16.04
Random House LLC,big five,non_fiction,4.5,71.68,111,16.62
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.2,98.89,179,8.67
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.68,89.75,204,10.79
Random House LLC,big five,YA_fiction,4.33,116.59,178,7.36
"Amazon Digital Services,  Inc.",indie,non_fiction,4.62,58.6,61,16.31
Penguin Group (USA) LLC,big five,YA_fiction,3.98,153.14,183,3.78
Random House LLC,big five,YA_fiction,4.66,95.5,156,6.38
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.6,135.22,181,7.28
Penguin Group (USA) LLC,big five,non_fiction,4.33,62.62,44,13.03
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.05,104.11,165,7.62
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.49,136.12,165,7.64
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,4.55,83.06,90,7.29
"Amazon Digital Services,  Inc.",amazon,adult_fiction,4.51,67,143,6.76
Random House LLC,big five,adult_fiction,4.33,86.72,129,7.95
Penguin Group (USA) LLC,big five,adult_fiction,4.52,132.31,123,8
HarperCollins Publishing,big five,YA_fiction,4.71,102.27,173,9.31
Simon and Schuster Digital Sales Inc,big five,non_fiction,3.5,31.93,58,15.68
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.5,78.59,176,7.36
"Amazon Digital Services,  Inc.",single author,non_fiction,4.76,59.1,64,13.21
Random House LLC,big five,adult_fiction,4.6,99.38,125,10.75
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.51,148.24,170,7.6
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.04,104.73,145,11.18
Macmillan,big five,non_fiction,4.66,33.75,50,15.17
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.75,77.09,184,10.04
"Amazon Digital Services,  Inc.",indie,non_fiction,4.51,75.16,104,17.84
HarperCollins Publishers,big five,adult_fiction,4.87,74.64,161,10.3
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.44,85.6,97,15.91
Random House LLC,big five,non_fiction,4.06,63.22,87,13.6
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.13,62.09,82,15.53
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.61,100.39,164,8.28
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.73,81.32,164,12.98
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.29,122.9,174,7.25
"Amazon Digital Services,  Inc.",indie,non_fiction,3.46,61.02,124,13.62
Hachette Book Group,big five,non_fiction,4.42,44.82,64,13.01
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.06,74.62,96,15.04
"Amazon Digital Services,  Inc.",indie,adult_fiction,4.88,45.35,108,7.95
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.33,79.28,153,5.34
Penguin Group (USA) LLC,big five,YA_fiction,3.63,142.49,196,9.82
"Amazon Digital Services,  Inc.",indie,YA_fiction,4.57,116.92,183,6.6
Penguin Group (USA) LLC,big five,YA_fiction,3.45,89.88,148,6.11
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.22,102.51,164,8.27
"Amazon Digital Services,  Inc.",small/medium,YA_fiction,4.42,108.37,175,5.62
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.43,48.15,89,17.41
"Amazon Digital Services,  Inc.",single author,YA_fiction,4.36,104.32,171,7.65
"Amazon Digital Services,  Inc.",single author,adult_fiction,4.36,63.18,128,4.26
"Amazon Digital Services,  Inc.",small/medium,adult_fiction,3.62,40.61,128,10.51
