date,Hires,schools_closed,pubs_closed,shops_closed,eating_places_closed,stay_at_home,household_mixing_indoors_banned,wfh,rule_of_6_indoors,curfew,eat_out_to_help_out,day,month,year
2020-05-05,18503,1,1,1,1,1,1,1,0,0,0,Tue,May,2020
2020-05-06,23350,1,1,1,1,1,1,1,0,0,0,Wed,May,2020
2020-05-07,27389,1,1,1,1,1,1,1,0,0,0,Thu,May,2020
2020-05-08,43669,1,1,1,1,1,1,1,0,0,0,Fri,May,2020
2020-05-09,48752,1,1,1,1,1,1,1,0,0,0,Sat,May,2020
2020-05-10,23540,1,1,1,1,1,1,1,0,0,0,Sun,May,2020
2020-05-11,13366,1,1,1,1,0,1,1,0,0,0,Mon,May,2020
2020-05-12,20120,1,1,1,1,0,1,1,0,0,0,Tue,May,2020
2020-05-13,16886,1,1,1,1,0,1,1,0,0,0,Wed,May,2020
2020-05-14,20445,1,1,1,1,0,1,1,0,0,0,Thu,May,2020
2020-05-15,28363,1,1,1,1,0,1,1,0,0,0,Fri,May,2020
2020-05-16,46227,1,1,1,1,0,1,1,0,0,0,Sat,May,2020
2020-05-17,51422,1,1,1,1,0,1,1,0,0,0,Sun,May,2020
2020-05-18,29598,1,1,1,1,0,1,1,0,0,0,Mon,May,2020
2020-05-19,35525,1,1,1,1,0,1,1,0,0,0,Tue,May,2020
2020-05-20,42827,1,1,1,1,0,1,1,0,0,0,Wed,May,2020
2020-05-21,36203,1,1,1,1,0,1,1,0,0,0,Thu,May,2020
2020-05-22,36817,1,1,1,1,0,1,1,0,0,0,Fri,May,2020
2020-05-23,40769,1,1,1,1,0,1,1,0,0,0,Sat,May,2020
2020-05-24,55805,1,1,1,1,0,1,1,0,0,0,Sun,May,2020
2020-05-25,67034,1,1,1,1,0,1,1,0,0,0,Mon,May,2020
2020-05-26,38386,1,1,1,1,0,1,1,0,0,0,Tue,May,2020
2020-05-27,38327,1,1,1,1,0,1,1,0,0,0,Wed,May,2020
2020-05-28,40682,1,1,1,1,0,1,1,0,0,0,Thu,May,2020
2020-05-29,45693,1,1,1,1,0,1,1,0,0,0,Fri,May,2020
2020-05-30,70170,1,1,1,1,0,1,1,0,0,0,Sat,May,2020
2020-05-31,63116,1,1,1,1,0,1,1,0,0,0,Sun,May,2020
2020-06-01,38376,0,1,1,1,0,1,1,0,0,0,Mon,Jun,2020
2020-06-02,45524,0,1,1,1,0,1,1,0,0,0,Tue,Jun,2020
2020-06-03,28915,0,1,1,1,0,1,1,0,0,0,Wed,Jun,2020
2020-06-04,27752,0,1,1,1,0,1,1,0,0,0,Thu,Jun,2020
2020-06-05,28586,0,1,1,1,0,1,1,0,0,0,Fri,Jun,2020
2020-06-06,27731,0,1,1,1,0,1,1,0,0,0,Sat,Jun,2020
2020-06-07,39225,0,1,1,1,0,1,1,0,0,0,Sun,Jun,2020
2020-06-08,28859,0,1,1,1,0,1,1,0,0,0,Mon,Jun,2020
2020-06-09,36702,0,1,1,1,0,1,1,0,0,0,Tue,Jun,2020
2020-06-10,16957,0,1,1,1,0,1,1,0,0,0,Wed,Jun,2020
2020-06-11,24710,0,1,1,1,0,1,1,0,0,0,Thu,Jun,2020
2020-06-12,26990,0,1,1,1,0,1,1,0,0,0,Fri,Jun,2020
2020-06-13,65045,0,1,1,1,0,1,1,0,0,0,Sat,Jun,2020
2020-06-14,57516,0,1,1,1,0,1,1,0,0,0,Sun,Jun,2020
2020-06-15,37990,0,1,0,1,0,1,1,0,0,0,Mon,Jun,2020
2020-06-16,37758,0,1,0,1,0,1,1,0,0,0,Tue,Jun,2020
2020-06-17,26514,0,1,0,1,0,1,1,0,0,0,Wed,Jun,2020
2020-06-18,25666,0,1,0,1,0,1,1,0,0,0,Thu,Jun,2020
2020-06-19,36582,0,1,0,1,0,1,1,0,0,0,Fri,Jun,2020
2020-06-20,64041,0,1,0,1,0,1,1,0,0,0,Sat,Jun,2020
2020-06-21,45485,0,1,0,1,0,1,1,0,0,0,Sun,Jun,2020
2020-06-22,43004,0,1,0,1,0,1,1,0,0,0,Mon,Jun,2020
2020-06-23,48287,0,1,0,1,0,1,1,0,0,0,Tue,Jun,2020
2020-06-24,52131,0,1,0,1,0,1,1,0,0,0,Wed,Jun,2020
2020-06-25,52389,0,1,0,1,0,1,1,0,0,0,Thu,Jun,2020
2020-06-26,50978,0,1,0,1,0,1,1,0,0,0,Fri,Jun,2020
2020-06-27,41381,0,1,0,1,0,1,1,0,0,0,Sat,Jun,2020
2020-06-28,42221,0,1,0,1,0,1,1,0,0,0,Sun,Jun,2020
2020-06-29,32538,0,1,0,1,0,1,1,0,0,0,Mon,Jun,2020
2020-06-30,28707,0,1,0,1,0,1,1,0,0,0,Tue,Jun,2020
2020-07-01,31474,0,1,0,1,0,1,1,0,0,0,Wed,Jul,2020
2020-07-02,28054,0,1,0,1,0,1,1,0,0,0,Thu,Jul,2020
2020-07-03,37423,0,1,0,1,0,1,1,0,0,0,Fri,Jul,2020
2020-07-04,42173,0,0,0,0,0,0,1,0,0,0,Sat,Jul,2020
2020-07-05,47227,0,0,0,0,0,0,1,0,0,0,Sun,Jul,2020
2020-07-06,33688,0,0,0,0,0,0,1,0,0,0,Mon,Jul,2020
2020-07-07,32208,0,0,0,0,0,0,1,0,0,0,Tue,Jul,2020
2020-07-08,22306,0,0,0,0,0,0,1,0,0,0,Wed,Jul,2020
2020-07-09,26128,0,0,0,0,0,0,1,0,0,0,Thu,Jul,2020
2020-07-10,38143,0,0,0,0,0,0,1,0,0,0,Fri,Jul,2020
2020-07-11,51371,0,0,0,0,0,0,1,0,0,0,Sat,Jul,2020
2020-07-12,49653,0,0,0,0,0,0,1,0,0,0,Sun,Jul,2020
2020-07-13,35317,0,0,0,0,0,0,1,0,0,0,Mon,Jul,2020
2020-07-14,35224,0,0,0,0,0,0,1,0,0,0,Tue,Jul,2020
2020-07-15,34126,0,0,0,0,0,0,1,0,0,0,Wed,Jul,2020
2020-07-16,37401,0,0,0,0,0,0,1,0,0,0,Thu,Jul,2020
2020-07-17,46734,0,0,0,0,0,0,1,0,0,0,Fri,Jul,2020
2020-07-18,56654,0,0,0,0,0,0,1,0,0,0,Sat,Jul,2020
2020-07-19,33988,0,0,0,0,0,0,1,0,0,0,Sun,Jul,2020
2020-07-20,39255,0,0,0,0,0,0,1,0,0,0,Mon,Jul,2020
2020-07-21,40542,0,0,0,0,0,0,1,0,0,0,Tue,Jul,2020
2020-07-22,41579,0,0,0,0,0,0,1,0,0,0,Wed,Jul,2020
2020-07-23,40105,0,0,0,0,0,0,1,0,0,0,Thu,Jul,2020
2020-07-24,40929,0,0,0,0,0,0,1,0,0,0,Fri,Jul,2020
2020-07-25,24828,0,0,0,0,0,0,1,0,0,0,Sat,Jul,2020
2020-07-26,34216,0,0,0,0,0,0,1,0,0,0,Sun,Jul,2020
2020-07-27,23892,0,0,0,0,0,0,1,0,0,0,Mon,Jul,2020
2020-07-28,37887,0,0,0,0,0,0,1,0,0,0,Tue,Jul,2020
2020-07-29,41163,0,0,0,0,0,0,1,0,0,0,Wed,Jul,2020
2020-07-30,43105,0,0,0,0,0,0,1,0,0,0,Thu,Jul,2020
2020-07-31,43267,0,0,0,0,0,0,1,0,0,0,Fri,Jul,2020
2020-08-01,49591,0,0,0,0,0,0,0,0,0,0,Sat,Aug,2020
2020-08-02,44097,0,0,0,0,0,0,0,0,0,0,Sun,Aug,2020
2020-08-03,36822,0,0,0,0,0,0,0,0,0,1,Mon,Aug,2020
2020-08-04,41429,0,0,0,0,0,0,0,0,0,1,Tue,Aug,2020
2020-08-05,42674,0,0,0,0,0,0,0,0,0,1,Wed,Aug,2020
2020-08-06,41172,0,0,0,0,0,0,0,0,0,1,Thu,Aug,2020
2020-08-07,43349,0,0,0,0,0,0,0,0,0,1,Fri,Aug,2020
2020-08-08,47667,0,0,0,0,0,0,0,0,0,1,Sat,Aug,2020
2020-08-09,44699,0,0,0,0,0,0,0,0,0,1,Sun,Aug,2020
2020-08-10,40033,0,0,0,0,0,0,0,0,0,1,Mon,Aug,2020
2020-08-11,43139,0,0,0,0,0,0,0,0,0,1,Tue,Aug,2020
2020-08-12,41957,0,0,0,0,0,0,0,0,0,1,Wed,Aug,2020
2020-08-13,34296,0,0,0,0,0,0,0,0,0,1,Thu,Aug,2020
2020-08-14,30322,0,0,0,0,0,0,0,0,0,1,Fri,Aug,2020
2020-08-15,30834,0,0,0,0,0,0,0,0,0,1,Sat,Aug,2020
2020-08-16,32727,0,0,0,0,0,0,0,0,0,1,Sun,Aug,2020
2020-08-17,32065,0,0,0,0,0,0,0,0,0,1,Mon,Aug,2020
2020-08-18,39694,0,0,0,0,0,0,0,0,0,1,Tue,Aug,2020
2020-08-19,20690,0,0,0,0,0,0,0,0,0,1,Wed,Aug,2020
2020-08-20,42900,0,0,0,0,0,0,0,0,0,1,Thu,Aug,2020
2020-08-21,35563,0,0,0,0,0,0,0,0,0,1,Fri,Aug,2020
2020-08-22,44600,0,0,0,0,0,0,0,0,0,1,Sat,Aug,2020
2020-08-23,37229,0,0,0,0,0,0,0,0,0,1,Sun,Aug,2020
2020-08-24,31659,0,0,0,0,0,0,0,0,0,1,Mon,Aug,2020
2020-08-25,27213,0,0,0,0,0,0,0,0,0,1,Tue,Aug,2020
2020-08-26,41188,0,0,0,0,0,0,0,0,0,1,Wed,Aug,2020
2020-08-27,23767,0,0,0,0,0,0,0,0,0,1,Thu,Aug,2020
2020-08-28,27689,0,0,0,0,0,0,0,0,0,1,Fri,Aug,2020
2020-08-29,29091,0,0,0,0,0,0,0,0,0,1,Sat,Aug,2020
2020-08-30,35248,0,0,0,0,0,0,0,0,0,1,Sun,Aug,2020
2020-08-31,39872,0,0,0,0,0,0,0,0,0,0,Mon,Aug,2020
2020-09-01,36669,0,0,0,0,0,0,0,0,0,0,Tue,Sep,2020
2020-09-02,31809,0,0,0,0,0,0,0,0,0,0,Wed,Sep,2020
2020-09-03,30832,0,0,0,0,0,0,0,0,0,0,Thu,Sep,2020
2020-09-04,35992,0,0,0,0,0,0,0,0,0,0,Fri,Sep,2020
2020-09-05,42640,0,0,0,0,0,0,0,0,0,0,Sat,Sep,2020
2020-09-06,39964,0,0,0,0,0,0,0,0,0,0,Sun,Sep,2020
2020-09-07,32954,0,0,0,0,0,0,0,0,0,0,Mon,Sep,2020
2020-09-08,38508,0,0,0,0,0,0,0,0,0,0,Tue,Sep,2020
2020-09-09,39425,0,0,0,0,0,0,0,0,0,0,Wed,Sep,2020
2020-09-10,40273,0,0,0,0,0,0,0,0,0,0,Thu,Sep,2020
2020-09-11,38358,0,0,0,0,0,0,0,0,0,0,Fri,Sep,2020
2020-09-12,47615,0,0,0,0,0,0,0,0,0,0,Sat,Sep,2020
2020-09-13,47141,0,0,0,0,0,0,0,0,0,0,Sun,Sep,2020
2020-09-14,31631,0,0,0,0,0,0,0,1,0,0,Mon,Sep,2020
2020-09-15,43592,0,0,0,0,0,0,0,1,0,0,Tue,Sep,2020
2020-09-16,43355,0,0,0,0,0,0,0,1,0,0,Wed,Sep,2020
2020-09-17,42033,0,0,0,0,0,0,0,1,0,0,Thu,Sep,2020
2020-09-18,42106,0,0,0,0,0,0,0,1,0,0,Fri,Sep,2020
2020-09-19,51764,0,0,0,0,0,0,0,1,0,0,Sat,Sep,2020
2020-09-20,47835,0,0,0,0,0,0,0,1,0,0,Sun,Sep,2020
2020-09-21,38776,0,0,0,0,0,0,0,1,0,0,Mon,Sep,2020
2020-09-22,46181,0,0,0,0,0,0,1,1,0,0,Tue,Sep,2020
2020-09-23,30731,0,0,0,0,0,0,1,1,0,0,Wed,Sep,2020
2020-09-24,32999,0,0,0,0,0,0,1,1,1,0,Thu,Sep,2020
2020-09-25,30833,0,0,0,0,0,0,1,1,1,0,Fri,Sep,2020
2020-09-26,34352,0,0,0,0,0,0,1,1,1,0,Sat,Sep,2020
2020-09-27,26694,0,0,0,0,0,0,1,1,1,0,Sun,Sep,2020
2020-09-28,33146,0,0,0,0,0,0,1,1,1,0,Mon,Sep,2020
2020-09-29,32116,0,0,0,0,0,0,1,1,1,0,Tue,Sep,2020
2020-09-30,27200,0,0,0,0,0,0,1,1,1,0,Wed,Sep,2020
2020-10-01,34441,0,0,0,0,0,0,1,1,1,0,Thu,Oct,2020
2020-10-02,12207,0,0,0,0,0,0,1,1,1,0,Fri,Oct,2020
2020-10-03,21909,0,0,0,0,0,0,1,1,1,0,Sat,Oct,2020
2020-10-04,8779,0,0,0,0,0,0,1,1,1,0,Sun,Oct,2020
2020-10-05,25748,0,0,0,0,0,0,1,1,1,0,Mon,Oct,2020
2020-10-06,30723,0,0,0,0,0,0,1,1,1,0,Tue,Oct,2020
2020-10-07,34225,0,0,0,0,0,0,1,1,1,0,Wed,Oct,2020
2020-10-08,29150,0,0,0,0,0,0,1,1,1,0,Thu,Oct,2020
2020-10-09,29389,0,0,0,0,0,0,1,1,1,0,Fri,Oct,2020
2020-10-10,34838,0,0,0,0,0,0,1,1,1,0,Sat,Oct,2020
2020-10-11,34123,0,0,0,0,0,0,1,1,1,0,Sun,Oct,2020
2020-10-12,21308,0,0,0,0,0,0,1,1,1,0,Mon,Oct,2020
2020-10-13,20948,0,0,0,0,0,0,1,1,1,0,Tue,Oct,2020
2020-10-14,29591,0,0,0,0,0,0,1,1,1,0,Wed,Oct,2020
2020-10-15,30112,0,0,0,0,0,0,1,1,1,0,Thu,Oct,2020
2020-10-16,33858,0,0,0,0,0,0,1,1,1,0,Fri,Oct,2020
2020-10-17,34167,0,0,0,0,0,1,1,0,1,0,Sat,Oct,2020
2020-10-18,31540,0,0,0,0,0,1,1,0,1,0,Sun,Oct,2020
2020-10-19,29221,0,0,0,0,0,1,1,0,1,0,Mon,Oct,2020
2020-10-20,32568,0,0,0,0,0,1,1,0,1,0,Tue,Oct,2020
2020-10-21,17842,0,0,0,0,0,1,1,0,1,0,Wed,Oct,2020
2020-10-22,31992,0,0,0,0,0,1,1,0,1,0,Thu,Oct,2020
2020-10-23,32333,0,0,0,0,0,1,1,0,1,0,Fri,Oct,2020
2020-10-24,26255,0,0,0,0,0,1,1,0,1,0,Sat,Oct,2020
2020-10-25,27462,0,0,0,0,0,1,1,0,1,0,Sun,Oct,2020
2020-10-26,29578,0,0,0,0,0,1,1,0,1,0,Mon,Oct,2020
2020-10-27,21496,0,0,0,0,0,1,1,0,1,0,Tue,Oct,2020
2020-10-28,27747,0,0,0,0,0,1,1,0,1,0,Wed,Oct,2020
2020-10-29,21958,0,0,0,0,0,1,1,0,1,0,Thu,Oct,2020
2020-10-30,29425,0,0,0,0,0,1,1,0,1,0,Fri,Oct,2020
2020-10-31,23300,0,0,0,0,0,1,1,0,1,0,Sat,Oct,2020
2020-11-01,25625,0,0,0,0,0,1,1,0,1,0,Sun,Nov,2020
2020-11-02,27663,0,0,0,0,0,1,1,0,1,0,Mon,Nov,2020
2020-11-03,28623,0,0,0,0,0,1,1,0,1,0,Tue,Nov,2020
2020-11-04,36971,0,0,0,0,0,1,1,0,1,0,Wed,Nov,2020
2020-11-05,19762,0,1,1,1,1,1,1,0,0,0,Thu,Nov,2020
2020-11-06,21849,0,1,1,1,1,1,1,0,0,0,Fri,Nov,2020
2020-11-07,40469,0,1,1,1,1,1,1,0,0,0,Sat,Nov,2020
2020-11-08,31318,0,1,1,1,1,1,1,0,0,0,Sun,Nov,2020
2020-11-09,19955,0,1,1,1,1,1,1,0,0,0,Mon,Nov,2020
2020-11-10,24860,0,1,1,1,1,1,1,0,0,0,Tue,Nov,2020
2020-11-11,23661,0,1,1,1,1,1,1,0,0,0,Wed,Nov,2020
2020-11-12,25865,0,1,1,1,1,1,1,0,0,0,Thu,Nov,2020
2020-11-13,25767,0,1,1,1,1,1,1,0,0,0,Fri,Nov,2020
2020-11-14,15491,0,1,1,1,1,1,1,0,0,0,Sat,Nov,2020
2020-11-15,22687,0,1,1,1,1,1,1,0,0,0,Sun,Nov,2020
2020-11-16,19152,0,1,1,1,1,1,1,0,0,0,Mon,Nov,2020
2020-11-17,23524,0,1,1,1,1,1,1,0,0,0,Tue,Nov,2020
2020-11-18,23011,0,1,1,1,1,1,1,0,0,0,Wed,Nov,2020
2020-11-19,20455,0,1,1,1,1,1,1,0,0,0,Thu,Nov,2020
2020-11-20,18225,0,1,1,1,1,1,1,0,0,0,Fri,Nov,2020
2020-11-21,35358,0,1,1,1,1,1,1,0,0,0,Sat,Nov,2020
2020-11-22,35315,0,1,1,1,1,1,1,0,0,0,Sun,Nov,2020
2020-11-23,21680,0,1,1,1,1,1,1,0,0,0,Mon,Nov,2020
2020-11-24,22773,0,1,1,1,1,1,1,0,0,0,Tue,Nov,2020
2020-11-25,22103,0,1,1,1,1,1,1,0,0,0,Wed,Nov,2020
2020-11-26,23694,0,1,1,1,1,1,1,0,0,0,Thu,Nov,2020
2020-11-27,23667,0,1,1,1,1,1,1,0,0,0,Fri,Nov,2020
2020-11-28,34416,0,1,1,1,1,1,1,0,0,0,Sat,Nov,2020
2020-11-29,27107,0,1,1,1,1,1,1,0,0,0,Sun,Nov,2020
2020-11-30,19199,0,1,1,1,1,1,1,0,0,0,Mon,Nov,2020
2020-12-01,22282,0,1,1,1,1,1,1,0,0,0,Tue,Dec,2020
2020-12-02,24615,0,0,0,0,0,1,1,0,1,0,Wed,Dec,2020
2020-12-03,14619,0,0,0,0,0,1,1,0,1,0,Thu,Dec,2020
2020-12-04,22624,0,0,0,0,0,1,1,0,1,0,Fri,Dec,2020
2020-12-05,31470,0,0,0,0,0,1,1,0,1,0,Sat,Dec,2020
2020-12-06,20583,0,0,0,0,0,1,1,0,1,0,Sun,Dec,2020
2020-12-07,19778,0,0,0,0,0,1,1,0,1,0,Mon,Dec,2020
2020-12-08,21625,0,0,0,0,0,1,1,0,1,0,Tue,Dec,2020
2020-12-09,23013,0,0,0,0,0,1,1,0,1,0,Wed,Dec,2020
2020-12-10,23516,0,0,0,0,0,1,1,0,1,0,Thu,Dec,2020
2020-12-11,24943,0,0,0,0,0,1,1,0,1,0,Fri,Dec,2020
2020-12-12,29258,0,0,0,0,0,1,1,0,1,0,Sat,Dec,2020
2020-12-13,13220,0,0,0,0,0,1,1,0,1,0,Sun,Dec,2020
2020-12-14,15959,0,0,0,0,0,1,1,0,1,0,Mon,Dec,2020
2020-12-15,26241,0,0,0,0,0,1,1,0,1,0,Tue,Dec,2020
2020-12-16,17574,0,1,0,1,0,1,1,0,0,0,Wed,Dec,2020
2020-12-17,22945,0,1,0,1,0,1,1,0,0,0,Thu,Dec,2020
2020-12-18,18542,0,1,0,1,0,1,1,0,0,0,Fri,Dec,2020
2020-12-19,16643,0,1,0,1,0,1,1,0,0,0,Sat,Dec,2020
2020-12-20,17397,0,1,1,1,1,1,1,0,0,0,Sun,Dec,2020
2020-12-21,11190,0,1,1,1,1,1,1,0,0,0,Mon,Dec,2020
2020-12-22,14805,0,1,1,1,1,1,1,0,0,0,Tue,Dec,2020
2020-12-23,13215,0,1,1,1,1,1,1,0,0,0,Wed,Dec,2020
2020-12-24,15630,0,1,1,1,1,1,1,0,0,0,Thu,Dec,2020
2020-12-25,17741,0,1,1,1,1,1,1,0,0,0,Fri,Dec,2020
2020-12-26,12557,0,1,1,1,1,1,1,0,0,0,Sat,Dec,2020
2020-12-27,17726,0,1,1,1,1,1,1,0,0,0,Sun,Dec,2020
2020-12-28,12631,0,1,1,1,1,1,1,0,0,0,Mon,Dec,2020
2020-12-29,14666,0,1,1,1,1,1,1,0,0,0,Tue,Dec,2020
2020-12-30,17079,0,1,1,1,1,1,1,0,0,0,Wed,Dec,2020
2020-12-31,15004,0,1,1,1,1,1,1,0,0,0,Thu,Dec,2020
2021-01-01,10986,0,1,1,1,1,1,1,0,0,0,Fri,Jan,2021
2021-01-02,17564,0,1,1,1,1,1,1,0,0,0,Sat,Jan,2021
2021-01-03,13621,0,1,1,1,1,1,1,0,0,0,Sun,Jan,2021
2021-01-04,10374,0,1,1,1,1,1,1,0,0,0,Mon,Jan,2021
2021-01-05,9567,1,1,1,1,1,1,1,0,0,0,Tue,Jan,2021
2021-01-06,12387,1,1,1,1,1,1,1,0,0,0,Wed,Jan,2021
2021-01-07,12596,1,1,1,1,1,1,1,0,0,0,Thu,Jan,2021
2021-01-08,11389,1,1,1,1,1,1,1,0,0,0,Fri,Jan,2021
2021-01-09,19703,1,1,1,1,1,1,1,0,0,0,Sat,Jan,2021
2021-01-10,13800,1,1,1,1,1,1,1,0,0,0,Sun,Jan,2021
2021-01-11,11688,1,1,1,1,1,1,1,0,0,0,Mon,Jan,2021
2021-01-12,11761,1,1,1,1,1,1,1,0,0,0,Tue,Jan,2021
2021-01-13,8590,1,1,1,1,1,1,1,0,0,0,Wed,Jan,2021
2021-01-14,6735,1,1,1,1,1,1,1,0,0,0,Thu,Jan,2021
2021-01-15,13991,1,1,1,1,1,1,1,0,0,0,Fri,Jan,2021
2021-01-16,12300,1,1,1,1,1,1,1,0,0,0,Sat,Jan,2021
2021-01-17,24898,1,1,1,1,1,1,1,0,0,0,Sun,Jan,2021
2021-01-18,12990,1,1,1,1,1,1,1,0,0,0,Mon,Jan,2021
2021-01-19,12767,1,1,1,1,1,1,1,0,0,0,Tue,Jan,2021
2021-01-20,9220,1,1,1,1,1,1,1,0,0,0,Wed,Jan,2021
2021-01-21,15096,1,1,1,1,1,1,1,0,0,0,Thu,Jan,2021
2021-01-22,16864,1,1,1,1,1,1,1,0,0,0,Fri,Jan,2021
2021-01-23,24467,1,1,1,1,1,1,1,0,0,0,Sat,Jan,2021
2021-01-24,6632,1,1,1,1,1,1,1,0,0,0,Sun,Jan,2021
2021-01-25,13252,1,1,1,1,1,1,1,0,0,0,Mon,Jan,2021
2021-01-26,10903,1,1,1,1,1,1,1,0,0,0,Tue,Jan,2021
2021-01-27,12485,1,1,1,1,1,1,1,0,0,0,Wed,Jan,2021
2021-01-28,13791,1,1,1,1,1,1,1,0,0,0,Thu,Jan,2021
2021-01-29,14815,1,1,1,1,1,1,1,0,0,0,Fri,Jan,2021
2021-01-30,7918,1,1,1,1,1,1,1,0,0,0,Sat,Jan,2021
2021-01-31,16737,1,1,1,1,1,1,1,0,0,0,Sun,Jan,2021
2021-02-01,12567,1,1,1,1,1,1,1,0,0,0,Mon,Feb,2021
2021-02-02,14462,1,1,1,1,1,1,1,0,0,0,Tue,Feb,2021
2021-02-03,13019,1,1,1,1,1,1,1,0,0,0,Wed,Feb,2021
2021-02-04,11154,1,1,1,1,1,1,1,0,0,0,Thu,Feb,2021
2021-02-05,19522,1,1,1,1,1,1,1,0,0,0,Fri,Feb,2021
2021-02-06,19065,1,1,1,1,1,1,1,0,0,0,Sat,Feb,2021
2021-02-07,6253,1,1,1,1,1,1,1,0,0,0,Sun,Feb,2021
2021-02-08,6727,1,1,1,1,1,1,1,0,0,0,Mon,Feb,2021
2021-02-09,7266,1,1,1,1,1,1,1,0,0,0,Tue,Feb,2021
2021-02-10,11726,1,1,1,1,1,1,1,0,0,0,Wed,Feb,2021
2021-02-11,11146,1,1,1,1,1,1,1,0,0,0,Thu,Feb,2021
2021-02-12,11862,1,1,1,1,1,1,1,0,0,0,Fri,Feb,2021
2021-02-13,15964,1,1,1,1,1,1,1,0,0,0,Sat,Feb,2021
2021-02-14,14038,1,1,1,1,1,1,1,0,0,0,Sun,Feb,2021
2021-02-15,13495,1,1,1,1,1,1,1,0,0,0,Mon,Feb,2021
2021-02-16,12396,1,1,1,1,1,1,1,0,0,0,Tue,Feb,2021
2021-02-17,12953,1,1,1,1,1,1,1,0,0,0,Wed,Feb,2021
2021-02-18,16281,1,1,1,1,1,1,1,0,0,0,Thu,Feb,2021
2021-02-19,17587,1,1,1,1,1,1,1,0,0,0,Fri,Feb,2021
2021-02-20,39938,1,1,1,1,1,1,1,0,0,0,Sat,Feb,2021
2021-02-21,33638,1,1,1,1,1,1,1,0,0,0,Sun,Feb,2021
2021-02-22,13929,1,1,1,1,1,1,1,0,0,0,Mon,Feb,2021
2021-02-23,21703,1,1,1,1,1,1,1,0,0,0,Tue,Feb,2021
2021-02-24,22268,1,1,1,1,1,1,1,0,0,0,Wed,Feb,2021
2021-02-25,18463,1,1,1,1,1,1,1,0,0,0,Thu,Feb,2021
2021-02-26,29685,1,1,1,1,1,1,1,0,0,0,Fri,Feb,2021
2021-02-27,52485,1,1,1,1,1,1,1,0,0,0,Sat,Feb,2021
2021-02-28,31454,1,1,1,1,1,1,1,0,0,0,Sun,Feb,2021
2021-03-01,18214,1,1,1,1,1,1,1,0,0,0,Mon,Mar,2021
2021-03-02,19222,1,1,1,1,1,1,1,0,0,0,Tue,Mar,2021
2021-03-03,12416,1,1,1,1,1,1,1,0,0,0,Wed,Mar,2021
2021-03-04,15504,1,1,1,1,1,1,1,0,0,0,Thu,Mar,2021
2021-03-05,20353,1,1,1,1,1,1,1,0,0,0,Fri,Mar,2021
2021-03-06,30882,1,1,1,1,1,1,1,0,0,0,Sat,Mar,2021
2021-03-07,28893,1,1,1,1,1,1,1,0,0,0,Sun,Mar,2021
2021-03-08,18574,0,1,1,1,1,1,1,0,0,0,Mon,Mar,2021
2021-03-09,25689,0,1,1,1,1,1,1,0,0,0,Tue,Mar,2021
2021-03-10,11251,0,1,1,1,1,1,1,0,0,0,Wed,Mar,2021
2021-03-11,16829,0,1,1,1,1,1,1,0,0,0,Thu,Mar,2021
2021-03-12,18983,0,1,1,1,1,1,1,0,0,0,Fri,Mar,2021
2021-03-13,24114,0,1,1,1,1,1,1,0,0,0,Sat,Mar,2021
2021-03-14,21978,0,1,1,1,1,1,1,0,0,0,Sun,Mar,2021
2021-03-15,16475,0,1,1,1,1,1,1,0,0,0,Mon,Mar,2021
2021-03-16,18957,0,1,1,1,1,1,1,0,0,0,Tue,Mar,2021
2021-03-17,18887,0,1,1,1,1,1,1,0,0,0,Wed,Mar,2021
2021-03-18,16882,0,1,1,1,1,1,1,0,0,0,Thu,Mar,2021
2021-03-19,26756,0,1,1,1,1,1,1,0,0,0,Fri,Mar,2021
2021-03-20,34935,0,1,1,1,1,1,1,0,0,0,Sat,Mar,2021
2021-03-21,32892,0,1,1,1,1,1,1,0,0,0,Sun,Mar,2021
2021-03-22,25237,0,1,1,1,1,1,1,0,0,0,Mon,Mar,2021
2021-03-23,24063,0,1,1,1,1,1,1,0,0,0,Tue,Mar,2021
2021-03-24,23002,0,1,1,1,1,1,1,0,0,0,Wed,Mar,2021
2021-03-25,20558,0,1,1,1,1,1,1,0,0,0,Thu,Mar,2021
2021-03-26,17524,0,1,1,1,1,1,1,0,0,0,Fri,Mar,2021
2021-03-27,40127,0,1,1,1,1,1,1,0,0,0,Sat,Mar,2021
2021-03-28,23890,0,1,1,1,1,1,1,0,0,0,Sun,Mar,2021
2021-03-29,34583,0,1,1,1,0,1,1,0,0,0,Mon,Mar,2021
2021-03-30,50370,0,1,1,1,0,1,1,0,0,0,Tue,Mar,2021
2021-03-31,40471,0,1,1,1,0,1,1,0,0,0,Wed,Mar,2021
2021-04-01,36465,0,1,1,1,0,1,1,0,0,0,Thu,Apr,2021
2021-04-02,39035,0,1,1,1,0,1,1,0,0,0,Fri,Apr,2021
2021-04-03,33877,0,1,1,1,0,1,1,0,0,0,Sat,Apr,2021
2021-04-04,47500,0,1,1,1,0,1,1,0,0,0,Sun,Apr,2021
2021-04-05,26788,0,1,1,1,0,1,1,0,0,0,Mon,Apr,2021
2021-04-06,22337,0,1,1,1,0,1,1,0,0,0,Tue,Apr,2021
2021-04-07,24414,0,1,1,1,0,1,1,0,0,0,Wed,Apr,2021
2021-04-08,27059,0,1,1,1,0,1,1,0,0,0,Thu,Apr,2021
2021-04-09,30386,0,1,1,1,0,1,1,0,0,0,Fri,Apr,2021
